"","Name","Vorname","Nachname","Geschlecht","Nationalität","Birthday","Seasons","URL","Season.x","Season.y","Season.x.x","Season.y.y","Season"
"445"," Viatcheslav Popov","Viatcheslav","Popov","m"," Deutschland"," 11.07.1981"," 2   ","https://www.sport.de/ninja-warrior/pe686446/viatcheslav-popov/","","2","","",""
"446"," Kamila Porczyk","Kamila","Porczyk","w"," Deutschland"," 06.07.1977"," 2   ","https://www.sport.de/ninja-warrior/pe686560/kamila-porczyk/","","2","","",""
"447"," Sebastian Pöschl","Sebastian","Pöschl","m"," Österreich"," 02.11.1986"," 2   ","https://www.sport.de/ninja-warrior/pe686542/sebastian-poeschl/","","2","","",""
"448"," Pascal Probst","Pascal","Probst","m"," Deutschland"," 07.07.1993"," 2  4 ","https://www.sport.de/ninja-warrior/pe686410/pascal-probst/","","2","","4",""
"449"," Steve Pucker","Steve","Pucker","m"," Deutschland"," 27.01.1982"," 2   ","https://www.sport.de/ninja-warrior/pe686334/steve-pucker/","","2","","",""
"450"," Joel Pusitzky","Joel","Pusitzky","m"," Deutschland"," 01.11.1989"," 2   ","https://www.sport.de/ninja-warrior/pe686475/joel-pusitzky/","","2","","",""
"451"," Marina Putziger","Marina","Putziger","w"," Deutschland"," 20.05.1981"," 2   ","https://www.sport.de/ninja-warrior/pe686452/marina-putziger/","","2","","",""
"452"," Laurin Rademacher","Laurin","Rademacher","m"," Deutschland"," 08.07.1990"," 2   ","https://www.sport.de/ninja-warrior/pe686468/laurin-rademacher/","","2","","",""
"453"," Tobias Radulescu","Tobias","Radulescu","m"," Deutschland"," 14.09.1986"," 2   ","https://www.sport.de/ninja-warrior/pe686553/tobias-radulescu/","","2","","",""
"454"," Nas Rahim","Nas","Rahim","w"," Togo"," 01.01.1985"," 2   ","https://www.sport.de/ninja-warrior/pe686344/nas-rahim/","","2","","",""
"455"," Ingo Rasch","Ingo","Rasch","m"," Deutschland"," 02.01.1969"," 2   ","https://www.sport.de/ninja-warrior/pe686528/ingo-rasch/","","2","","",""
"456"," Michelle Reichrath","Michelle","Reichrath","w"," Deutschland"," 28.11.1996"," 2 3 4 ","https://www.sport.de/ninja-warrior/pe686426/michelle-reichrath/","","2","3","4",""
"457"," Christoph Reimers","Christoph","Reimers","m"," Deutschland"," 01.11.1990"," 2   ","https://www.sport.de/ninja-warrior/pe686508/christoph-reimers/","","2","","",""
"458"," Thomas Richter","Thomas","Richter","m"," Deutschland"," 28.03.1979"," 2   ","https://www.sport.de/ninja-warrior/pe686354/thomas-richter/","","2","","",""
"459"," Tim Richter","Tim","Richter","m"," Deutschland"," 10.05.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686447/tim-richter/","","2","","",""
"460"," Lars Riedel","Lars","Riedel","m"," Deutschland"," 28.06.1967"," 2 3  ","https://www.sport.de/ninja-warrior/pe705755/lars-riedel/","","2","3","",""
"461"," Stefan Riedel","Stefan","Riedel","m"," Deutschland"," 31.01.1962"," 2   ","https://www.sport.de/ninja-warrior/pe686570/stefan-riedel/","","2","","",""
"462"," Michael Rindisbacher","Michael","Rindisbacher","m"," Schweiz"," 07.01.1986"," 2 3 4 ","https://www.sport.de/ninja-warrior/pe686405/michael-rindisbacher/","","2","3","4",""
"463"," Roman Rindisbacher","Roman","Rindisbacher","m"," Schweiz"," 20.02.1981"," 2 3  ","https://www.sport.de/ninja-warrior/pe686404/roman-rindisbacher/","","2","3","",""
"464"," Thomas Röder","Thomas","Röder","m"," Deutschland"," 30.07.1991"," 2   ","https://www.sport.de/ninja-warrior/pe686357/thomas-roeder/","","2","","",""
"465"," Fabian Ronjak","Fabian","Ronjak","m"," Österreich"," 13.09.1993"," 2   ","https://www.sport.de/ninja-warrior/pe686483/fabian-ronjak/","","2","","",""
"466"," Dennis Roßmannek","Dennis","Roßmannek","m"," Deutschland"," 15.11.1988"," 2   ","https://www.sport.de/ninja-warrior/pe686491/dennis-rossmannek/","","2","","",""
"467"," Uwe Rothe","Uwe","Rothe","m"," Deutschland"," 28.01.1962"," 2   ","https://www.sport.de/ninja-warrior/pe686396/uwe-rothe/","","2","","",""
"468"," Ivo Rupena","Ivo","Rupena","m"," Deutschland"," 20.01.1990"," 2 3  ","https://www.sport.de/ninja-warrior/pe686197/ivo-rupena/","","2","3","",""
"469"," Andrew Safo","Andrew","Safo","m"," Deutschland"," 27.11.1989"," 2 3  ","https://www.sport.de/ninja-warrior/pe686297/andrew-safo/","","2","3","",""
"470"," Osniel Santos Valdivia","Osniel","Santos Valdivia","m"," Deutschland"," 29.10.1988"," 2   ","https://www.sport.de/ninja-warrior/pe686382/osniel-santos-valdivia/","","2","","",""
"471"," Hanne Schächtele","Hanne","Schächtele","w"," Deutschland"," 31.01.1996"," 2   ","https://www.sport.de/ninja-warrior/pe686346/hanne-schaechtele/","","2","","",""
"472"," Marcel Schäfer","Marcel","Schäfer","m"," Deutschland"," 03.11.1993"," 2   ","https://www.sport.de/ninja-warrior/pe686349/marcel-schaefer/","","2","","",""
"473"," Stefan Schäfer","Stefan","Schäfer","m"," Deutschland"," 10.12.1989"," 2   ","https://www.sport.de/ninja-warrior/pe686389/stefan-schaefer/","","2","","",""
"474"," Severin Schaubeck","Severin","Schaubeck","m"," Deutschland"," 13.08.1990"," 2   ","https://www.sport.de/ninja-warrior/pe686479/severin-schaubeck/","","2","","",""
"475"," Oliver Scheffert","Oliver","Scheffert","m"," Deutschland"," 10.07.1981"," 2   ","https://www.sport.de/ninja-warrior/pe686436/oliver-scheffert/","","2","","",""
"476"," Dominik Schindler","Dominik","Schindler","m"," Deutschland"," 27.11.1991"," 2   ","https://www.sport.de/ninja-warrior/pe686336/dominik-schindler/","","2","","",""
"477"," Jannik Schrank","Jannik","Schrank","m"," Deutschland"," 15.03.1993"," 2   ","https://www.sport.de/ninja-warrior/pe686509/jannik-schrank/","","2","","",""
"478"," Marko Schrank","Marko","Schrank","m"," Deutschland"," 12.11.1986"," 2   ","https://www.sport.de/ninja-warrior/pe686510/marko-schrank/","","2","","",""
"479"," Sebastian Schreiner","Sebastian","Schreiner","m"," Deutschland"," 21.07.1991"," 2   ","https://www.sport.de/ninja-warrior/pe686523/sebastian-schreiner/","","2","","",""
"480"," Daniel Schröder","Daniel","Schröder","m"," Deutschland"," 09.08.1987"," 2   ","https://www.sport.de/ninja-warrior/pe686438/daniel-schroeder/","","2","","",""
"481"," Arleen Schüßler","Arleen","Schüßler","w"," Deutschland"," 08.12.1991"," 2 3 4 5","https://www.sport.de/ninja-warrior/pe686283/arleen-schuessler/","","2","3","4","5"
"482"," Eike Ramon Schwerdt","Eike","Ramon Schwerdt","m"," Deutschland"," 31.01.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686568/eike-ramon-schwerdt/","","2","","",""
"483"," Johannes Schwitzgebel","Johannes","Schwitzgebel","m"," Deutschland"," 18.01.1997"," 2 3  ","https://www.sport.de/ninja-warrior/pe686147/johannes-schwitzgebel/","","2","3","",""
"484"," Armin Sedlmeier","Armin","Sedlmeier","m"," Deutschland"," 31.10.1968"," 2   ","https://www.sport.de/ninja-warrior/pe686551/armin-sedlmeier/","","2","","",""
"485"," Robin Seeberger","Robin","Seeberger","m"," Deutschland"," 13.07.1994"," 2   ","https://www.sport.de/ninja-warrior/pe686348/robin-seeberger/","","2","","",""
"486"," Steve Seidel","Steve","Seidel","m"," Deutschland"," 21.06.1989"," 2   ","https://www.sport.de/ninja-warrior/pe686547/steve-seidel/","","2","","",""
"487"," Kristina Simonenko","Kristina","Simonenko","w"," Kirgisistan"," 06.06.1989"," 2   ","https://www.sport.de/ninja-warrior/pe686411/kristina-simonenko/","","2","","",""
"488"," Lasse Simson","Lasse","Simson","m"," Deutschland"," 13.08.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686369/lasse-simson/","","2","","",""
"489"," Massimo Sinato","Massimo","Sinato","m"," Deutschland"," 02.12.1980"," 2   ","https://www.sport.de/ninja-warrior/pe705713/massimo-sinato/","","2","","",""
"490"," Jessica Singh","Jessica","Singh","w"," Deutschland"," 19.01.1998"," 2   ","https://www.sport.de/ninja-warrior/pe686328/jessica-singh/","","2","","",""
"491"," Ralf Sommer","Ralf","Sommer","m"," Deutschland"," 22.09.1963"," 2 3 4 ","https://www.sport.de/ninja-warrior/pe686474/ralf-sommer/","","2","3","4",""
"492"," Niklas Sonntag","Niklas","Sonntag","m"," Deutschland"," 12.07.1995"," 2   ","https://www.sport.de/ninja-warrior/pe686364/niklas-sonntag/","","2","","",""
"493"," Aylin Specker","Aylin","Specker","w"," Deutschland"," 10.08.1995"," 2   ","https://www.sport.de/ninja-warrior/pe686451/aylin-specker/","","2","","",""
"494"," Stephan Spingler","Stephan","Spingler","m"," Deutschland"," 04.05.1994"," 2 3  ","https://www.sport.de/ninja-warrior/pe686303/stephan-spingler/","","2","3","",""
"495"," Detlef Steves","Detlef","Steves","m"," Deutschland"," 23.01.1969"," 2  4 ","https://www.sport.de/ninja-warrior/pe705716/detlef-steves/","","2","","4",""
"496"," Yvonne Stolze","Yvonne","Stolze","w"," Deutschland"," 27.10.1978"," 2   ","https://www.sport.de/ninja-warrior/pe686488/yvonne-stolze/","","2","","",""
"497"," Marius Strumpen","Marius","Strumpen","m"," Deutschland"," 15.12.1994"," 2   ","https://www.sport.de/ninja-warrior/pe686478/marius-strumpen/","","2","","",""
"498"," Khalid Taha","Khalid","Taha","w"," Deutschland"," 15.02.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686360/khalid-taha/","","2","","",""
"499"," Ada Theilken","Ada","Theilken","w"," Deutschland"," 16.11.1997"," 2 3  ","https://www.sport.de/ninja-warrior/pe686284/ada-theilken/","","2","3","",""
"500"," Torsten Thieme","Torsten","Thieme","m"," Deutschland"," 27.04.1965"," 2   ","https://www.sport.de/ninja-warrior/pe686361/torsten-thieme/","","2","","",""
"501"," Falko Toetzke","Falko","Toetzke","m"," Deutschland"," 26.07.1971"," 2   ","https://www.sport.de/ninja-warrior/pe686407/falko-toetzke/","","2","","",""
"502"," Octavio Trindade","Octavio","Trindade","m"," Deutschland"," 19.01.1991"," 2   ","https://www.sport.de/ninja-warrior/pe686423/octavio-trindade/","","2","","",""
"503"," Roland Tschierschky","Roland","Tschierschky","m"," Deutschland"," 10.07.1964"," 2   ","https://www.sport.de/ninja-warrior/pe686415/roland-tschierschky/","","2","","",""
"504"," Tony Tu","Tony","Tu","m"," Deutschland"," 09.04.1992"," 2  4 ","https://www.sport.de/ninja-warrior/pe686390/tony-tu/","","2","","4",""
"505"," Marius Tütken","Marius","Tütken","m"," Deutschland"," 08.02.1989"," 2   ","https://www.sport.de/ninja-warrior/pe686332/marius-tuetken/","","2","","",""
"506"," Martina Üffing","Martina","Üffing","w"," Deutschland"," 26.06.1991"," 2   ","https://www.sport.de/ninja-warrior/pe686383/martina-ueffing/","","2","","",""
"507"," Philipp Van der Grinten","Philipp","Van der Grinten","m"," Deutschland"," 06.03.1995"," 2 3  ","https://www.sport.de/ninja-warrior/pe686211/philipp-van-der-grinten/","","2","3","",""
"508"," Johannes Veh","Johannes","Veh","m"," Deutschland"," 12.03.1992"," 2 3  ","https://www.sport.de/ninja-warrior/pe686408/johannes-veh/","","2","3","",""
"509"," Sebastian Vogel","Sebastian","Vogel","m"," Deutschland"," 02.11.1988"," 2   ","https://www.sport.de/ninja-warrior/pe686577/sebastian-vogel/","","2","","",""
"510"," Felix Von Mallinckrodt","Felix","Von Mallinckrodt","m"," Deutschland"," 15.04.1998"," 2   ","https://www.sport.de/ninja-warrior/pe686473/felix-von-mallinckrodt/","","2","","",""
"511"," Christoph Walchhofer","Christoph","Walchhofer","m"," Österreich"," 05.11.1985"," 2   ","https://www.sport.de/ninja-warrior/pe686582/christoph-walchhofer/","","2","","",""
"512"," Daniel Waltemate","Daniel","Waltemate","m"," Deutschland"," 05.08.1984"," 2   ","https://www.sport.de/ninja-warrior/pe686402/daniel-waltemate/","","2","","",""
"513"," Michael Weber","Michael","Weber","m"," Deutschland"," 16.10.1987"," 2   ","https://www.sport.de/ninja-warrior/pe686486/michael-weber/","","2","","",""
"514"," Dario Weis","Dario","Weis","m"," Deutschland"," 01.08.1996"," 2   ","https://www.sport.de/ninja-warrior/pe686409/dario-weis/","","2","","",""
"515"," Uwe Weitzer","Uwe","Weitzer","m"," Österreich"," 08.01.1984"," 2 3 4 5","https://www.sport.de/ninja-warrior/pe686206/uwe-weitzer/","","2","3","4","5"
"516"," Daniela-Kareen Wenzel","Daniela-Kareen","Wenzel","w"," Deutschland"," 03.03.1979"," 2   ","https://www.sport.de/ninja-warrior/pe686384/daniela-kareen-wenzel/","","2","","",""
"517"," Annika Werner","Annika","Werner","w"," Deutschland"," 01.06.1999"," 2   5","https://www.sport.de/ninja-warrior/pe686331/annika-werner/","","2","","","5"
"518"," Matthias Wesemann","Matthias","Wesemann","m"," Deutschland"," 02.03.1981"," 2   ","https://www.sport.de/ninja-warrior/pe686339/matthias-wesemann/","","2","","",""
"519"," Sebastian Wicke","Sebastian","Wicke","m"," Deutschland"," 06.05.1988"," 2 3  ","https://www.sport.de/ninja-warrior/pe686351/sebastian-wicke/","","2","3","",""
"520"," Jessica Wielens","Jessica","Wielens","w"," Deutschland"," 19.11.1986"," 2 3 4 ","https://www.sport.de/ninja-warrior/pe686489/jessica-wielens/","","2","3","4",""
"521"," Richard Wiesenhütter","Richard","Wiesenhütter","m"," Deutschland"," 12.03.1991"," 2   ","https://www.sport.de/ninja-warrior/pe686480/richard-wiesenhuetter/","","2","","",""
"522"," Niklas Wiesenzarter","Niklas","Wiesenzarter","m"," Deutschland"," 19.03.1996"," 2   5","https://www.sport.de/ninja-warrior/pe686366/niklas-wiesenzarter/","","2","","","5"
"523"," Jens Wilke","Jens","Wilke","m"," Deutschland"," 07.11.1970"," 2   ","https://www.sport.de/ninja-warrior/pe686576/jens-wilke/","","2","","",""
"524"," Hans-Peter Wimmer","Hans-Peter","Wimmer","m"," Deutschland"," 02.12.1969"," 2   ","https://www.sport.de/ninja-warrior/pe686511/hans-peter-wimmer/","","2","","",""
"525"," Dominik Winkel","Dominik","Winkel","m"," Deutschland"," 21.05.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686319/dominik-winkel/","","2","","",""
"526"," Alexander Winkler","Alexander","Winkler","m"," Österreich"," 05.02.1985"," 2   ","https://www.sport.de/ninja-warrior/pe686356/alexander-winkler/","","2","","",""
"527"," Moritz Winkler","Moritz","Winkler","m"," Deutschland"," 13.08.1995"," 2   ","https://www.sport.de/ninja-warrior/pe686362/moritz-winkler/","","2","","",""
"528"," Laura Winterling","Laura","Winterling","w"," Deutschland"," 14.01.1981"," 2   ","https://www.sport.de/ninja-warrior/pe686490/laura-winterling/","","2","","",""
"529"," Luis Woldu","Luis","Woldu","m"," Deutschland"," 27.11.1998"," 2   ","https://www.sport.de/ninja-warrior/pe686455/luis-woldu/","","2","","",""
"530"," Johannes Wolf","Johannes","Wolf","m"," Deutschland"," 24.11.1988"," 2   ","https://www.sport.de/ninja-warrior/pe686388/johannes-wolf/","","2","","",""
"531"," Adrian Wullweber","Adrian","Wullweber","m"," Deutschland"," 22.03.1992"," 2 3 4 ","https://www.sport.de/ninja-warrior/pe686433/adrian-wullweber/","","2","3","4",""
"532"," Sebastian Wurth","Sebastian","Wurth","m"," Deutschland"," 21.07.1994"," 2   ","https://www.sport.de/ninja-warrior/pe686545/sebastian-wurth/","","2","","",""
"533"," Ali Yacoubovitch","Ali","Yacoubovitch","m"," Deutschland"," 03.08.1985"," 2   ","https://www.sport.de/ninja-warrior/pe686453/ali-yacoubovitch/","","2","","",""
"534"," Akan Akyildiz","Akan","Akyildiz","m"," Deutschland"," 04.07.1976","  3  ","https://www.sport.de/ninja-warrior/pe686267/akan-akyildiz/","","","3","",""
"535"," Florian Ambrosius","Florian","Ambrosius","m"," Deutschland"," 21.11.1975","  3  ","https://www.sport.de/ninja-warrior/pe705722/florian-ambrosius/","","","3","",""
"536"," Issam Amhand","Issam","Amhand","m"," Deutschland"," 30.09.1992","  3  ","https://www.sport.de/ninja-warrior/pe686654/issam-amhand/","","","3","",""
"537"," Nicolai Anger","Nicolai","Anger","m"," Deutschland"," 01.06.1999","  3  ","https://www.sport.de/ninja-warrior/pe686235/nicolai-anger/","","","3","",""
"538"," Ross Antony","Ross","Antony","m"," Deutschland"," 09.07.1974","  3  ","https://www.sport.de/ninja-warrior/pe705719/ross-antony/","","","3","",""
"539"," Richard Aphery","Richard","Aphery","m"," Deutschland"," 08.04.1995","  3  ","https://www.sport.de/ninja-warrior/pe686141/richard-aphery/","","","3","",""
"540"," Maximilian Arland","Maximilian","Arland","m"," Deutschland"," 26.03.1981","  3  ","https://www.sport.de/ninja-warrior/pe705724/maximilian-arland/","","","3","",""
"541"," Falco Aversano","Falco","Aversano","m"," Italien"," 16.03.1995","  3  ","https://www.sport.de/ninja-warrior/pe686198/falco-aversano/","","","3","",""
"542"," Ramazan Aydin","Ramazan","Aydin","m"," Deutschland"," 28.11.1972","  3  ","https://www.sport.de/ninja-warrior/pe686591/ramazan-aydin/","","","3","",""
"543"," Jan-Michel Bakker","Jan-Michel","Bakker","m"," Deutschland"," 16.05.1982","  3  ","https://www.sport.de/ninja-warrior/pe686611/jan-michel-bakker/","","","3","",""
"544"," Marco Bantele","Marco","Bantele","m"," Deutschland"," 27.04.1996","  3  ","https://www.sport.de/ninja-warrior/pe686148/marco-bantele/","","","3","",""
"545"," Tim Barela","Tim","Barela","m"," Deutschland"," 01.08.1999","  3  ","https://www.sport.de/ninja-warrior/pe686628/tim-barela/","","","3","",""
"546"," Manuel Bashir","Manuel","Bashir","m"," Deutschland"," 31.03.1989","  3  ","https://www.sport.de/ninja-warrior/pe686201/manuel-bashir/","","","3","",""
"547"," Thorsten Belde","Thorsten","Belde","m"," Deutschland"," 25.05.1977","  3  ","https://www.sport.de/ninja-warrior/pe686672/thorsten-belde/","","","3","",""
"548"," Rita Benker","Rita","Benker","w"," Deutschland"," 28.09.1988","  3 4 5","https://www.sport.de/ninja-warrior/pe686217/rita-benker/","","","3","4","5"
"549"," Maximilian Birkner","Maximilian","Birkner","m"," Deutschland"," 24.09.1990","  3  ","https://www.sport.de/ninja-warrior/pe686253/maximilian-birkner/","","","3","",""
"550"," Katharina Blank","Katharina","Blank","w"," Deutschland"," 24.01.1993","  3 4 5","https://www.sport.de/ninja-warrior/pe686602/katharina-blank/","","","3","4","5"
"551"," Tobias Blothe","Tobias","Blothe","m"," Deutschland"," 11.02.1989","  3  ","https://www.sport.de/ninja-warrior/pe686641/tobias-blothe/","","","3","",""
"552"," Dominik Bluhme","Dominik","Bluhme","m"," Deutschland"," 30.04.1997","  3  ","https://www.sport.de/ninja-warrior/pe686202/dominik-bluhme/","","","3","",""
"553"," Nastassja Böcher","Nastassja","Böcher","w"," Deutschland"," 16.02.2000","  3  ","https://www.sport.de/ninja-warrior/pe686677/nastassja-boecher/","","","3","",""
"554"," Maria Boger-Mickert","Maria","Boger-Mickert","w"," Deutschland"," 03.07.1969","  3  ","https://www.sport.de/ninja-warrior/pe686184/maria-boger-mickert/","","","3","",""
"555"," Christina Böning","Christina","Böning","w"," Deutschland"," 20.08.1993","  3  ","https://www.sport.de/ninja-warrior/pe686636/christina-boening/","","","3","",""
"556"," Oliver Brecht","Oliver","Brecht","m"," Deutschland"," 15.02.1994","  3  ","https://www.sport.de/ninja-warrior/pe686612/oliver-brecht/","","","3","",""
"557"," Leo Brucklacher","Leo","Brucklacher","m"," Deutschland"," 18.01.1998","  3  ","https://www.sport.de/ninja-warrior/pe691986/leo-brucklacher/","","","3","",""
"558"," Lisa Marie Buckwitz","Lisa","Marie Buckwitz","w"," Deutschland"," 02.12.1994","  3  ","https://www.sport.de/wintersport/pe387304/lisa-marie-buckwitz/","","","3","",""
"559"," Yookie Budia","Yookie","Budia","m"," Deutschland"," 28.12.1988","  3  ","https://www.sport.de/ninja-warrior/pe686631/yookie-budia/","","","3","",""
